INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212025932,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,355,0,2021-04-22 13:52:00,2021,4,Thursday,13,,GENEVA AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025931,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2021-04-19 16:00:00,2021,4,Monday,16,,ALLSTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212025930,724,,AUTO THEFT,E5,691,0,2021-04-22 13:00:00,2021,4,Thursday,13,,WASHINGTON ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212025929,619,,LARCENY ALL OTHERS,External,355,0,2021-04-22 13:47:00,2021,4,Thursday,13,,WASHINGTON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025928,613,,LARCENY SHOPLIFTING,A1,102,0,2021-04-22 13:13:00,2021,4,Thursday,13,,WASHINGTON ST,42.3559193485328,-71.0600053898203,"(42.3559193485328, -71.0600053898203)"
212025927,423,,ASSAULT - AGGRAVATED,C11,341,0,2021-04-22 13:06:00,2021,4,Thursday,13,,"BOWDOIN ST & HAMILTON ST
DORCHESTER  MA 02125
UNIT",42.3062440247822,-71.0670119716636,"(42.3062440247822, -71.0670119716636)"
212025926,1402,,VANDALISM,D14,751,0,2021-04-21 16:00:00,2021,4,Wednesday,16,,LAKE SHORE RD,42.3449727442438,-71.1696113220423,"(42.3449727442438, -71.1696113220423)"
212025925,3501,,MISSING PERSON,E18,512,0,2021-04-22 12:37:00,2021,4,Thursday,12,,BEACON ST,42.2539821295869,-71.1154774509257,"(42.2539821295869, -71.1154774509257)"
212025924,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,C6,200,0,2021-04-22 12:57:00,2021,4,Thursday,12,,W BROADWAY,42.343025775084,-71.057280849827,"(42.343025775084, -71.057280849827)"
212025923,616,,LARCENY THEFT OF BICYCLE,B3,565,0,2021-04-19 12:00:00,2021,4,Monday,12,,W MAIN ST,42.2867609376492,-71.0976694548667,"(42.2867609376492, -71.0976694548667)"
212025922,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1,116,0,2021-04-22 13:15:00,2021,4,Thursday,13,,"BEACH ST & HUDSON ST
BOSTON  MA 02111
UNITED STATE",42.3512069827051,-71.0598780580689,"(42.3512069827051, -71.0598780580689)"
212025921,3301,,VERBAL DISPUTE,A7,907,0,2021-04-22 12:46:00,2021,4,Thursday,12,,MAVERICK ST,42.3711720813659,-71.0412748487871,"(42.3711720813659, -71.0412748487871)"
212025919,801,,ASSAULT - SIMPLE,B3,458,0,2021-04-22 12:03:00,2021,4,Thursday,12,,BLUE HILL AVE,42.3031609075007,-71.0851555189741,"(42.3031609075007, -71.0851555189741)"
212025918,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,320,0,2021-04-21 00:00:00,2021,4,Wednesday,0,,HARTWELL ST,42.3093638008726,-71.08416777255,"(42.3093638008726, -71.08416777255)"
212025917,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,280,0,2021-04-22 12:31:00,2021,4,Thursday,12,,HARRISON AVE,42.3304816933325,-71.081667302328,"(42.3304816933325, -71.081667302328)"
212025916,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-04-22 12:25:00,2021,4,Thursday,12,,MT PLEASANT AVE,0,0,"(0, 0)"
212025915,3005,,SICK ASSIST,B2,314,0,2021-04-22 12:32:00,2021,4,Thursday,12,,CRAWFORD ST,42.3135979549314,-71.0903994562599,"(42.3135979549314, -71.0903994562599)"
212025913,3801,,M/V ACCIDENT - OTHER,D4,167,0,2021-04-22 12:00:00,2021,4,Thursday,12,,"650 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212025912,2647,,THREATS TO DO BODILY HARM,E5,732,0,2021-04-22 11:52:00,2021,4,Thursday,11,,DENT ST,42.2829508373257,-71.1628656369687,"(42.2829508373257, -71.1628656369687)"
212025911,3114,,INVESTIGATE PROPERTY,D4,619,0,2021-04-22 12:17:00,2021,4,Thursday,12,,WESTLAND AVE,42.343764582134,-71.0886686541407,"(42.343764582134, -71.0886686541407)"
212025909,613,,LARCENY SHOPLIFTING,D4,270,0,2021-04-22 12:14:00,2021,4,Thursday,12,,HARRISON AVE,42.3340182895851,-71.0763812393086,"(42.3340182895851, -71.0763812393086)"
212025908,3005,,SICK ASSIST,C11,402,0,2021-04-22 11:59:00,2021,4,Thursday,11,,BAILEY ST,42.2846656809417,-71.0660218780472,"(42.2846656809417, -71.0660218780472)"
212025267,3005,,SICK ASSIST,B3,441,0,2021-04-19 15:39:00,2021,4,Monday,15,,HARVARD ST,42.2954922253534,-71.0858703956456,"(42.2954922253534, -71.0858703956456)"
212025907,3502,,MISSING PERSON - LOCATED,B3,417,0,2021-04-22 11:01:00,2021,4,Thursday,11,,FULLER ST,42.2815438824497,-71.073505421302,"(42.2815438824497, -71.073505421302)"
212025906,3410,,TOWED MOTOR VEHICLE,A1,69,0,2021-04-22 10:29:00,2021,4,Thursday,10,,MOUNT VERNON ST,42.3573871646952,-71.0721653772656,"(42.3573871646952, -71.0721653772656)"
212025905,1106,,FRAUD - CREDIT CARD / ATM FRAUD,,520,0,2021-01-08 08:00:00,2021,1,Friday,8,,BUSINESS ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212025903,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A15,54,0,2021-04-22 11:31:00,2021,4,Thursday,11,,WALL ST,42.3798354661927,-71.0653973732411,"(42.3798354661927, -71.0653973732411)"
212025902,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,2021-04-22 11:23:00,2021,4,Thursday,11,,"TREMONT ST & MELNEA CASS BLVD
ROXBURY  MA 02120
UN",42.3353889866919,-71.0875770096556,"(42.3353889866919, -71.0875770096556)"
212025900,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,D4,143,0,2021-04-22 11:05:00,2021,4,Thursday,11,,BOYLSTON ST,42.348623815555,-71.0827763708641,"(42.348623815555, -71.0827763708641)"
212025899,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,367,0,2021-04-22 11:36:00,2021,4,Thursday,11,,VICTORY RD,42.2957894918126,-71.0558180795419,"(42.2957894918126, -71.0558180795419)"
212025898,3005,,SICK ASSIST,C11,349,0,2021-04-22 10:41:00,2021,4,Thursday,10,,ADAMS ST,42.3026397817963,-71.0603837612439,"(42.3026397817963, -71.0603837612439)"
212025897,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,520,0,2021-04-22 11:31:00,2021,4,Thursday,11,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212025896,3115,,INVESTIGATE PERSON,E5,699,0,2021-04-22 10:24:00,2021,4,Thursday,10,,"WASHINGTON ST & WEST ROXBURY PKWY
WEST ROXBURY  MA",42.275294011717,-71.1406909437597,"(42.275294011717, -71.1406909437597)"
212025895,613,,LARCENY SHOPLIFTING,A1,102,0,2021-04-22 10:53:00,2021,4,Thursday,10,,WASHINGTON ST,42.3569211041039,-71.0615294046066,"(42.3569211041039, -71.0615294046066)"
212025894,520,,BURGLARY - RESIDENTIAL,B3,459,0,2021-04-22 10:39:00,2021,4,Thursday,10,,COLUMBIA RD,42.3045128787218,-71.0817847653666,"(42.3045128787218, -71.0817847653666)"
212025893,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2021-04-22 11:00:00,2021,4,Thursday,11,,COMMONWEALTH AVENUE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212025892,619,,LARCENY ALL OTHERS,A1,200,0,2021-04-21 17:00:00,2021,4,Wednesday,17,,TREMONT ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212025889,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-04-22 10:53:00,2021,4,Thursday,10,,GENEVA AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025886,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,0,2021-04-22 09:48:00,2021,4,Thursday,9,,W EAGLE ST,42.3813578537773,-71.0376816279925,"(42.3813578537773, -71.0376816279925)"
212025885,3207,,PROPERTY - FOUND,D4,170,0,2021-04-22 10:20:00,2021,4,Thursday,10,,WORCESTER SQ,42.336776633288,-71.0746445236263,"(42.336776633288, -71.0746445236263)"
212025884,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,428,0,2021-04-22 09:33:00,2021,4,Thursday,9,,WOOLSON ST,42.2818866035052,-71.0908704969339,"(42.2818866035052, -71.0908704969339)"
212025883,3115,,INVESTIGATE PERSON,C11,355,0,2021-04-22 10:00:00,2021,4,Thursday,10,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025881,3114,,INVESTIGATE PROPERTY,D4,130,0,2021-04-22 09:09:00,2021,4,Thursday,9,,HUNTINGTON AVE,42.3485765153387,-71.0777201186254,"(42.3485765153387, -71.0777201186254)"
212025880,3410,,TOWED MOTOR VEHICLE,D14,777,0,2021-04-22 09:57:00,2021,4,Thursday,9,,WASHINGTON ST,42.3014471381516,-71.0768134841345,"(42.3014471381516, -71.0768134841345)"
212025879,3410,,TOWED MOTOR VEHICLE,A1, ,0,2021-04-22 08:57:00,2021,4,Thursday,8,,"PEARL ST & FRANKLIN ST
BOSTON  MA 02110
UNITED STA",42.3560779999147,-71.054893059455,"(42.3560779999147, -71.054893059455)"
212025878,3005,,SICK ASSIST,E13, ,0,2021-04-22 09:53:00,2021,4,Thursday,9,,"SOUTH ST & SEDGWICK ST
JAMAICA PLAIN  MA 02130
UNI",42.308474042088,-71.1155540207822,"(42.308474042088, -71.1155540207822)"
212025877,3115,,INVESTIGATE PERSON,C6,234,0,2021-04-22 08:59:00,2021,4,Thursday,8,,L ST,42.3310675577419,-71.0352453405061,"(42.3310675577419, -71.0352453405061)"
212025876,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2021-04-22 10:05:00,2021,4,Thursday,10,,EVERETT ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212025875,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-04-22 09:35:00,2021,4,Thursday,9,,"CANTERBURY ST & AMERICAN LEGION HWY
DORCHESTER  MA",42.293047037068,-71.0946969403322,"(42.293047037068, -71.0946969403322)"
212025874,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,946,0,2021-04-22 10:01:00,2021,4,Thursday,10,,METCALF CT,42.3053676165436,-71.1157150004018,"(42.3053676165436, -71.1157150004018)"
212025873,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14, ,0,2021-04-22 09:16:00,2021,4,Thursday,9,,"RUGG RD & CAMBRIDGE ST
BRIGHTON  MA 02134
UNITED S",42.3545420249594,-71.135086944864,"(42.3545420249594, -71.135086944864)"
212025872,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,574,0,2021-04-22 09:52:00,2021,4,Thursday,9,,S HUNTINGTON AVE,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212025871,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2021-04-22 09:40:00,2021,4,Thursday,9,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.3334960161939,-71.073387954796,"(42.3334960161939, -71.073387954796)"
212025870,3005,,SICK ASSIST,B2,332,0,2021-04-22 08:41:00,2021,4,Thursday,8,,COLUMBIA RD,42.3151966451042,-71.0667838725257,"(42.3151966451042, -71.0667838725257)"
212025869,3410,,TOWED MOTOR VEHICLE,B3,413,0,2021-04-22 09:38:00,2021,4,Thursday,9,,GALLIVAN BLVD,42.2784604294314,-71.0777819203262,"(42.2784604294314, -71.0777819203262)"
212025868,520,,BURGLARY - RESIDENTIAL,A7,9,0,2021-04-22 05:55:00,2021,4,Thursday,5,,CRESTWAY RD,42.3924864672342,-71.0053572475872,"(42.3924864672342, -71.0053572475872)"
212025866,724,,AUTO THEFT,C11,355,0,2021-04-22 09:00:00,2021,4,Thursday,9,,WASHINGTON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025865,1402,,VANDALISM,C6,915,0,2021-04-15 08:00:00,2021,4,Thursday,8,,"E NINTH ST & PATTERSON WAY
SOUTH BOSTON  MA 02127
",42.3318599690032,-71.0507629598644,"(42.3318599690032, -71.0507629598644)"
212025864,3301,,VERBAL DISPUTE,D4,619,0,2021-04-22 08:19:00,2021,4,Thursday,8,,WESTLAND AVE,42.343764582134,-71.0886686541407,"(42.343764582134, -71.0886686541407)"
212025862,3114,,INVESTIGATE PROPERTY,A7,19,0,2021-04-22 06:48:00,2021,4,Thursday,6,,SARATOGA ST,42.3786481877638,-71.0308923840963,"(42.3786481877638, -71.0308923840963)"
212025860,617,,LARCENY THEFT FROM BUILDING,C11,355,0,2021-04-22 08:00:00,2021,4,Thursday,8,,HOMES AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025859,1832,,SICK ASSIST - DRUG RELATED ILLNESS,E13,567,0,2021-04-22 08:20:00,2021,4,Thursday,8,,GLEN RD,42.308572053162,-71.1013988941601,"(42.308572053162, -71.1013988941601)"
212025858,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11,355,0,2021-04-22 08:00:00,2021,4,Thursday,8,,ADAMS ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025854,3114,,INVESTIGATE PROPERTY,B3,448,0,2021-04-22 06:16:00,2021,4,Thursday,6,,MILLET ST,42.2936874796953,-71.0769242185875,"(42.2936874796953, -71.0769242185875)"
212025853,724,,AUTO THEFT,B2,282,0,2021-04-22 05:39:00,2021,4,Thursday,5,,DUDLEY ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212025852,616,,LARCENY THEFT OF BICYCLE,A7,35,0,2021-04-22 04:47:00,2021,4,Thursday,4,,ORLEANS ST,42.366900031419,-71.0374191171006,"(42.366900031419, -71.0374191171006)"
212025850,3301,,VERBAL DISPUTE,B2,587,0,2021-04-22 01:34:00,2021,4,Thursday,1,,TREMONT ST,42.331535085957,-71.0953464821382,"(42.331535085957, -71.0953464821382)"
212025848,3114,,INVESTIGATE PROPERTY,A1, ,0,2021-04-21 23:44:00,2021,4,Wednesday,23,,LONG WHARF,0,0,"(0, 0)"
212025847,423,,ASSAULT - AGGRAVATED,C6, ,0,2021-04-22 02:14:00,2021,4,Thursday,2,,MONSIGNOR DENNIS F. O'CALLAGHA WAY,0,0,"(0, 0)"
212025846,3005,,SICK ASSIST,B3,439,0,2021-04-22 02:10:00,2021,4,Thursday,2,,BERNARD ST,42.2912767779796,-71.0792067580406,"(42.2912767779796, -71.0792067580406)"
212025845,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E18,547,0,2021-04-22 00:04:00,2021,4,Thursday,0,,WEST ST,42.2661583183298,-71.1294415959251,"(42.2661583183298, -71.1294415959251)"
212025844,3410,,TOWED MOTOR VEHICLE,C6,913,0,2021-04-22 00:37:00,2021,4,Thursday,0,,WESTWIND RD,42.320680994942,-71.0426959011927,"(42.320680994942, -71.0426959011927)"
212025842,520,,BURGLARY - RESIDENTIAL,D4,619,0,2021-04-21 09:30:00,2021,4,Wednesday,9,,WESTLAND AVE,42.343764582134,-71.0886686541407,"(42.343764582134, -71.0886686541407)"
212025839,3115,,INVESTIGATE PERSON,E5,716,0,2021-04-22 00:13:00,2021,4,Thursday,0,,CENTRE ST,42.2707241313685,-71.16191280031,"(42.2707241313685, -71.16191280031)"
212025838,3005,,SICK ASSIST,B2,310,0,2021-04-21 23:39:00,2021,4,Wednesday,23,,HUMBOLDT CT,42.3183021893723,-71.0857535525869,"(42.3183021893723, -71.0857535525869)"
212025836,520,,BURGLARY - RESIDENTIAL,A1,121,0,2021-04-22 00:17:00,2021,4,Thursday,0,,STUART ST,42.3510663717927,-71.065495690827,"(42.3510663717927, -71.065495690827)"
212025835,3501,,MISSING PERSON,B2,282,0,2021-04-21 21:00:00,2021,4,Wednesday,21,,JUNIPER ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212025834,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,2021-04-22 00:13:00,2021,4,Thursday,0,,"BENNINGTON ST & SARATOGA ST
BOSTON  MA 02128
UNITE",42.3866679591666,-71.0068810337977,"(42.3866679591666, -71.0068810337977)"
212025831,3115,,INVESTIGATE PERSON,B2,282,0,2021-04-21 23:25:00,2021,4,Wednesday,23,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212025829,3115,,INVESTIGATE PERSON,D14,784,0,2021-04-21 23:03:00,2021,4,Wednesday,23,,CAMBRIDGE ST,42.3499624030713,-71.1476253057994,"(42.3499624030713, -71.1476253057994)"
212025828,3114,,INVESTIGATE PROPERTY,E13,510,0,2021-04-21 22:38:00,2021,4,Wednesday,22,,ARBORWAY,42.3013288388679,-71.1096327405045,"(42.3013288388679, -71.1096327405045)"
212025827,1402,,VANDALISM,C6,177,0,2021-04-21 23:14:00,2021,4,Wednesday,23,,MASSACHUSETTS AVE,42.3315214827848,-71.0708530659426,"(42.3315214827848, -71.0708530659426)"
212025825,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,444,0,2021-04-21 22:07:00,2021,4,Wednesday,22,,GLEASON ST,42.2975569512368,-71.0818204515259,"(42.2975569512368, -71.0818204515259)"
212025819,619,,LARCENY ALL OTHERS,D4,138,0,2021-04-21 21:16:00,2021,4,Wednesday,21,,EXETER ST,42.3498192685711,-71.0796499928417,"(42.3498192685711, -71.0796499928417)"
212025818,3006,,SICK/INJURED/MEDICAL - PERSON,B2,330,0,2021-04-21 21:31:00,2021,4,Wednesday,21,,CASTLEGATE RD,42.3070037067619,-71.0831315713269,"(42.3070037067619, -71.0831315713269)"
212025816,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B3,441,0,2021-04-21 21:34:00,2021,4,Wednesday,21,,HARVARD ST,42.296204245875,-71.0828376707143,"(42.296204245875, -71.0828376707143)"
212025815,3005,,SICK ASSIST,A7,26,0,2021-04-21 20:20:00,2021,4,Wednesday,20,,BORDER ST,42.3809334541943,-71.0402392867101,"(42.3809334541943, -71.0402392867101)"
212025814,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7,6,0,2021-04-21 21:20:00,2021,4,Wednesday,21,,SARATOGA ST,42.3857271293862,-71.0041546619437,"(42.3857271293862, -71.0041546619437)"
212025812,1402,,VANDALISM,E5,691,0,2021-04-20 12:00:00,2021,4,Tuesday,12,,BRADEEN ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212025810,617,,LARCENY THEFT FROM BUILDING,C6,230,0,2021-04-13 07:30:00,2021,4,Tuesday,7,,E SIXTH ST,42.3331090945755,-71.0363292466724,"(42.3331090945755, -71.0363292466724)"
212025809,2907,,VAL - OPERATING AFTER REV/SUSP.,B3,453,0,2021-04-21 19:16:00,2021,4,Wednesday,19,,"347 WASHINGTON ST
DORCHESTER  MA 02124
UNITED STAT",42.2990170704379,-71.0733753910777,"(42.2990170704379, -71.0733753910777)"
212025808,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1, ,0,2021-04-21 20:18:00,2021,4,Wednesday,20,,"CHARLES ST & BEACON ST
BOSTON  MA 02108
UNITED STA",42.3562150170513,-71.0694339849639,"(42.3562150170513, -71.0694339849639)"
212025807,3301,,VERBAL DISPUTE,D4,270,0,2021-04-21 19:17:00,2021,4,Wednesday,19,,NORTHAMPTON ST,42.3339512483938,-71.0753893882269,"(42.3339512483938, -71.0753893882269)"
212025806,3115,,INVESTIGATE PERSON,D14,795,0,2021-04-21 19:24:00,2021,4,Wednesday,19,,COMMONWEALTH AVE,42.3490073924895,-71.1386010757363,"(42.3490073924895, -71.1386010757363)"
212025803,3501,,MISSING PERSON,E18,545,0,2021-04-21 19:54:00,2021,4,Wednesday,19,,GORDON AVE,42.2599256654879,-71.1309563020945,"(42.2599256654879, -71.1309563020945)"
212025802,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-04-21 18:30:00,2021,4,Wednesday,18,,"40 GIBSON ST
DORCHESTER  MA 02122
UNITED STATES",42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025801,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A7,26,0,2021-04-21 19:24:00,2021,4,Wednesday,19,,MERIDIAN ST,42.3737423127131,-71.0390568816877,"(42.3737423127131, -71.0390568816877)"
212025800,3005,,SICK ASSIST,E5,549,0,2021-04-21 18:31:00,2021,4,Wednesday,18,,WASHINGTON ST,42.2618117717726,-71.1564077283532,"(42.2618117717726, -71.1564077283532)"
212025798,3001,,DEATH INVESTIGATION,D14,794,0,2021-04-12 10:00:00,2021,4,Monday,10,,GLENVILLE AVE,42.3502537040609,-71.1333681915245,"(42.3502537040609, -71.1333681915245)"
212025797,1402,,VANDALISM,C11,355,0,2021-04-19 18:00:00,2021,4,Monday,18,,LINDSEY ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025796,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-04-21 18:40:00,2021,4,Wednesday,18,,"MALCOLM X BLVD & ROXBURY ST
BOSTON  MA 02119
UNITE",42.3293610226389,-71.0858869449266,"(42.3293610226389, -71.0858869449266)"
212025795,1402,,VANDALISM,A7,28,0,2021-04-15 14:00:00,2021,4,Thursday,14,,BORDER ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212025794,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),B3,452,0,2021-04-21 18:42:00,2021,4,Wednesday,18,,MERLIN ST,42.2957223216751,-71.0750515715769,"(42.2957223216751, -71.0750515715769)"
212025793,3207,,PROPERTY - FOUND,A15,41,0,2021-04-21 16:00:00,2021,4,Wednesday,16,,VINE ST,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)"
212025792,3115,,INVESTIGATE PERSON,B3,452,0,2021-04-21 18:22:00,2021,4,Wednesday,18,,ATHELWOLD ST,42.2964695942453,-71.0748043014871,"(42.2964695942453, -71.0748043014871)"
212025791,1402,,VANDALISM,A7,28,0,2021-04-19 18:00:00,2021,4,Monday,18,,HAVRE ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212025790,3114,,INVESTIGATE PROPERTY,C6,220,0,2021-04-21 17:00:00,2021,4,Wednesday,17,,DORCHESTER ST,42.3348291718215,-71.0470501457801,"(42.3348291718215, -71.0470501457801)"
212025789,3115,,INVESTIGATE PERSON,C11,352,0,2021-04-21 15:34:00,2021,4,Wednesday,15,,DITSON ST,42.3010848070796,-71.0639078185456,"(42.3010848070796, -71.0639078185456)"
212025788,613,,LARCENY SHOPLIFTING,E18,493,0,2021-04-21 16:00:00,2021,4,Wednesday,16,,RIVER ST,42.2619484815566,-71.1097161253539,"(42.2619484815566, -71.1097161253539)"
212025787,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2021-02-28 00:00:00,2021,2,Sunday,0,,JOSEPHINE ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212025785,520,,BURGLARY - RESIDENTIAL,D14,755,0,2021-04-21 08:30:00,2021,4,Wednesday,8,,TIP TOP ST,42.350777103901,-71.1701742961793,"(42.350777103901, -71.1701742961793)"
212025784,2671,,VIOLATION - HARASSMENT PREVENTION ORDER,B3,469,0,2021-04-21 16:22:00,2021,4,Wednesday,16,,HIAWATHA RD,42.2768375424796,-71.0952644007575,"(42.2768375424796, -71.0952644007575)"
212025783,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2,291,0,2021-04-21 17:41:00,2021,4,Wednesday,17,,"CEDAR ST & COLUMBUS AVE
ROXBURY  MA 02119
UNITED S",42.3281439650098,-71.0969959657816,"(42.3281439650098, -71.0969959657816)"
212025782,3501,,MISSING PERSON,B2,304,0,2021-04-21 17:22:00,2021,4,Wednesday,17,,DIMOCK ST,42.3194977919363,-71.0970735175351,"(42.3194977919363, -71.0970735175351)"
212025781,1402,,VANDALISM,E5,691,0,2021-04-20 22:45:00,2021,4,Tuesday,22,,VFW PKWY,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212025780,3006,,SICK/INJURED/MEDICAL - PERSON,D14,767,0,2021-04-21 17:06:00,2021,4,Wednesday,17,,SOLDIERS FIELD RD,42.3593440900471,-71.1538978017391,"(42.3593440900471, -71.1538978017391)"
212025775,3115,,INVESTIGATE PERSON,E13, ,0,2021-04-21 17:08:00,2021,4,Wednesday,17,,AMORY AVE,42.320665343805,-71.1000498725617,"(42.320665343805, -71.1000498725617)"
212025774,3115,,INVESTIGATE PERSON,D4,143,0,2021-04-21 16:45:00,2021,4,Wednesday,16,,EXETER ST,42.3482875936167,-71.0789177285278,"(42.3482875936167, -71.0789177285278)"
212025773,801,,ASSAULT - SIMPLE,A7,17,0,2021-04-21 17:06:00,2021,4,Wednesday,17,,PRINCETON ST,42.3804339705257,-71.0281784149667,"(42.3804339705257, -71.0281784149667)"
212025772,1402,,VANDALISM,C6,200,0,2021-04-20 17:15:00,2021,4,Tuesday,17,,OLD COLONY AVE,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212025771,801,,ASSAULT - SIMPLE,E13,906,0,2021-04-21 16:22:00,2021,4,Wednesday,16,,HEATH ST,42.3262420361694,-71.1031757474767,"(42.3262420361694, -71.1031757474767)"
212025770,423,,ASSAULT - AGGRAVATED,D4, ,0,2021-04-21 17:06:00,2021,4,Wednesday,17,,"TRINITY PL & STUART ST
BOSTON  MA 02116
UNITED STA",42.3486099802773,-71.0753880365507,"(42.3486099802773, -71.0753880365507)"
212025769,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2021-04-12 00:00:00,2021,4,Monday,0,,PAMA GDNS,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212025768,2647,,THREATS TO DO BODILY HARM,A1,120,0,2021-04-21 14:30:00,2021,4,Wednesday,14,,PARK PLZ,42.351434825775,-71.069693342756,"(42.351434825775, -71.069693342756)"
